id,신고번호,신고일자,신고세관부호,수입신고구분코드,수입거래구분코드,수입종류코드,징수형태코드,운송수단유형코드,신고인부호,수입자,해외거래처부호,특송업체부호,HS10단위부호,적출국가코드,원산지국가코드,관세율,관세율구분코드,원산지표시유무코드,신고중량(KG),과세가격원화금액
740,44730932,2021-01-11,56,B,11,21,11,40,46VGCQF,YKUGMVL,B53Y5VM,,8203402000,JP,JP,8.0,A,Y,145.0,206654.0
741,20071773,2021-01-11,20,B,11,21,43,10,P0PG8TK,WZOR4H1,N9Y87D7,,9506910000,CN,CN,8.0,A,E,2019.0,27458.4
742,71847189,2021-01-11,40,B,87,21,18,40,PF1L1IG,PMEDQJ8,,MWIDNS,4002319000,RU,RU,5.0,A,E,204120.0,196669620.0
743,32083313,2021-01-11,33,B,11,11,11,10,BA7KAU9,V8MEP48,UN9DCXT,,8479909090,US,CH,5.0,F,Y,50.0,11285.0
744,79960128,2021-01-11,130,B,29,11,0,50,WRS98AF,22JV8UE,48E7MIA,GVKCEG,9619001010,JP,CN,0.0,C,B,2.6,4004.78
745,34290555,2021-01-11,40,B,11,21,11,40,R5P6P4N,JBRDYDG,Q5XYVC4,,3304991000,CN,KR,6.5,C,E,76.4,13606.84
746,77554723,2021-01-11,20,B,11,21,43,10,Q1017CC,4TKEBJ6,DMAJRGT,,9403609090,CN,CN,0.0,C,Y,150.0,1065.0
747,39462890,2021-01-11,40,B,11,11,43,40,C6MLPCX,1VHJG03,IB17J2O,,9504209000,NL,IT,0.0,C,S,3.0,4367.700000000002
748,92886427,2021-01-11,40,B,89,21,14,40,D88DTE8,BLFI0BR,VI4VWDV,,9004909090,US,CN,8.0,A,Y,9.0,1757.7
749,19328980,2021-01-11,30,B,11,21,11,40,K3HCKNK,X24LMZ8,N6FFLO5,,910111000,CN,CN,377.3,W2,E,24000.0,4512000.0
750,76424232,2021-01-11,40,B,11,21,11,40,ZGNH4UK,CFX520B,B1EIMHV,,9401619000,IT,IT,0.0,FEU1,E,300.0,4560.0
751,72217281,2021-01-11,30,B,11,21,11,10,UOOH9ZX,HJQ2F2M,DC8ZFRX,,8704311020,US,US,0.0,FUS1,S,2560.0,29952.0
752,58172751,2021-01-11,40,B,11,11,11,40,Q9ZG6R5,S913C1T,DLOILOI,,6203190000,IT,IT,0.0,FEU1,S,1.0,740.3
753,85179682,2021-01-11,40,B,11,21,11,40,DWNJQL8,TJ7HMKR,5QLS1S4,,3926909000,CN,CN,6.5,C,E,30.0,18.0
754,30742776,2021-01-11,40,B,11,11,11,40,UTNPOCA,JRV6D7O,TNBC1SB,,7020009000,JP,JP,8.0,A,S,0.6,25.68
755,41006050,2021-01-11,30,B,11,21,11,40,DWNJQL8,CV0BX68,AEQWRG4,,9504509000,GB,GB,0.0,CIT,S,15.3,15345.9
756,10911494,2021-01-11,30,B,11,21,11,10,NAILZPA,I38DTHB,8XUBNSN,,8479899099,US,US,8.0,A,B,49.5,103.95
757,10441706,2021-01-11,40,B,11,21,11,10,OQY4ZUC,PCW8KX7,DIRZ642,,5512193000,CN,CN,10.0,A,E,15.0,1008.0
758,90629076,2021-01-11,40,B,11,21,11,10,30KWO4D,G93TFC0,9CRH5RZ,,5705000000,JP,JP,10.0,A,E,81.0,3385.8
759,95105871,2021-01-11,40,B,11,21,43,40,GO1EBDS,4Z0YJ3O,4QC013K,,9603290000,CN,CN,8.0,A,B,15.0,475.5
760,79127037,2021-01-11,30,B,11,26,11,40,GO1EBDS,61CKPXF,AM05MDE,,1901909099,TH,TH,8.0,A,G,18000.0,3358800.0
761,85831174,2021-01-11,80,B,89,26,11,50,R8MS58C,IOGC7G6,N8A6Y7T,,6702100000,CN,CN,2.4,FCN1,B,165.0,429.0
762,73153216,2021-01-11,30,B,11,11,11,10,KR2RD7C,Q6SA5JJ,D2A0BGV,,7318220000,CN,CN,4.8,FCN1,B,785.0,6044.5
763,71849577,2021-01-11,30,B,11,21,11,40,DWNJQL8,7R0O1JG,XZ2KCQE,,4101501011,JP,JP,0.0,A,E,19760.0,6064344.0
764,69415910,2021-01-11,40,B,11,21,11,10,EX4Q9G2,H07YJ9O,SIHTPAR,,9102191000,CN,CN,8.0,A,Y,15.0,10041.0
765,46972911,2021-01-11,40,B,11,26,11,40,7S4CPMV,YMM2HG4,,,5705000000,JP,JP,10.0,A,E,81.0,3385.8
766,38718506,2021-01-11,16,B,11,21,11,40,GO1EBDS,XAI29G0,9YQDA1G,,8481801090,US,US,0.0,FUS1,E,0.8,46.8
767,41475358,2021-01-11,20,B,11,21,11,10,89L3UKQ,R1RIVD0,0KKJYFR,,3926909000,CN,CN,6.5,C,B,573.0,343.8
768,82077876,2021-01-11,40,B,11,21,11,40,90QOU11,QCHOEIT,LOH3VUX,,8541402090,VN,VN,0.0,CIT,E,44.0,9006.8
769,83238836,2021-01-11,20,B,11,21,11,10,3HA463C,LMOLWPU,584WE73,,7117199000,CN,CN,2.4,FCN1,B,4.5,8.1
770,40303427,2021-01-11,40,B,11,21,43,40,DWNJQL8,1ZNY80M,8WDKMC6,,6206900000,JP,CN,13.0,A,G,9.2,2664.32
771,40639281,2021-01-11,30,B,11,11,11,40,7S4CPMV,1DHOW91,,,3926909000,CN,CN,3.9,FCN1,S,38800.0,23280.0
772,62762301,2021-01-11,40,B,11,21,43,10,7S4CPMV,8FNMZRE,4QC013K,,6204629000,CN,CN,13.0,A,E,2.9,406.87
773,14034833,2021-01-11,20,B,11,21,11,40,OQY4ZUC,OSLY0Y9,,,8539399000,CN,CN,8.0,A,Y,65.0,47359.0
774,83658812,2021-01-11,40,B,11,11,11,10,8MTRQLF,J76KZ2X,D72MKI7,,9612200000,CN,CN,8.0,A,Y,120.0,22788.0
775,62904299,2021-01-11,20,B,89,21,11,10,JS0RSCD,FWVNMKK,0IYY5O6,,6109903010,CN,CN,8.4,FCN1,G,0.5,31.25
776,53776664,2021-01-11,40,B,11,21,43,40,72BHKZS,HFVWJ5F,71KRF9P,,7410110000,DE,DE,0.0,FEU1,E,1838.6,1677906.36
777,94821851,2021-01-11,40,B,11,21,43,40,Y9UDN4E,1VHJG03,7PN0VA5,,8205599000,CN,CN,3.2,FCN1,E,12.0,210.0
778,24529384,2021-01-11,40,B,11,21,11,40,X09KN33,PHWD2R6,1DWRP58,,3302900000,SG,SG,6.5,C,S,25.0,21627.5
779,35778975,2021-01-11,33,B,11,21,11,10,1DAO67Z,1GKZGC8,1ODRC4W,B12OMY,8541109000,KR,MY,0.0,C,S,58.2,5790.9000000000015
780,22870473,2021-01-11,16,B,11,21,11,40,L5GONLU,BES92ZL,GKXFPGY,,8486904020,CN,US,0.0,CIT,E,69.9,10219.38
781,55328891,2021-01-11,40,B,11,21,43,40,R5P6P4N,PDME2SA,BEUBAJM,,306339000,RU,RU,20.0,A,S,4005.0,2845152.0
782,85817071,2021-01-11,40,B,11,21,11,40,GO1EBDS,38QI2S7,,W6UCD9,3919900000,CN,CN,6.5,C,E,12.4,1.2400000000000002
783,66579924,2021-01-11,30,B,11,21,18,10,DM8H44I,2I3FMTL,5QLS1S4,,3203003000,US,US,0.0,FUS1,E,80.0,238296.0
784,84466380,2021-01-11,40,B,11,21,18,40,5U5EWL2,QFCZE0D,XF6D4LX,MWIDNS,2811229090,JP,JP,5.5,C,E,300.0,28110.0
785,43188966,2021-01-11,16,B,11,21,11,10,L0BFQ7J,XTTIS6Z,5F4BYR7,,8414519000,CN,CN,8.0,A,Y,840.0,340032.0
786,47516968,2021-01-11,40,B,11,21,11,40,DWNJQL8,P5T27PH,,,9403209000,CN,CN,0.0,C,E,2300.0,19550.0
787,79290553,2021-01-11,40,B,11,21,43,40,8FIQMFG,EVN40SJ,VXL0RXW,,4101501011,JP,JP,0.0,A,E,19760.0,6064344.0
788,88088785,2021-01-11,40,B,11,21,11,40,5OBXDF2,CD90EKI,4AT1FCP,,7117900000,JP,FR,8.0,A,S,0.6,12.42
789,63698813,2021-01-11,40,B,11,11,11,10,GLV0FEA,SHHZGSL,N9WM9DW,,9018909090,HK,CN,8.0,A,E,5.2,261.56
790,12661953,2021-01-11,40,B,11,21,11,40,DWNJQL8,6MC0W40,0EVCQ1H,W6UCD9,9503003493,CN,CN,3.2,FCN1,E,240.0,63120.0
791,64129449,2021-01-11,30,B,11,21,43,40,MBMUR6B,E8CVWVG,1C63X5F,,9403209000,CN,CN,0.0,C,B,2300.0,19550.0
792,11300463,2021-01-11,40,B,11,21,43,40,R5P6P4N,CNB7G8D,W2T0IDA,,6402991000,US,US,13.0,A,E,4.5,1201.05
793,93358937,2021-01-11,40,B,11,21,11,40,Q3B2746,YH5DSHJ,F08A597,,8301409000,CN,CN,0.0,FCN1,Y,0.4,11.64
794,95604110,2021-01-11,40,B,11,21,11,40,5JVKX6N,569S61I,,,703101000,CN,CN,135.0,W2,Y,24000.0,2272800.0
795,54728579,2021-01-11,20,B,11,21,43,10,X6Z3FIF,CU1WXCY,REKFNAC,,704100000,CN,CN,27.0,A,E,9504.0,4474483.2
796,22551625,2021-01-11,40,B,11,21,43,40,B372BYW,201C5C7,H2L84NI,,710807000,VN,VN,27.0,A,S,72000.0,19094400.0
797,92039100,2021-01-11,40,B,11,21,43,10,C6MLPCX,C830AOC,,,9018129000,BR,KR,0.0,CIT,E,16.0,75976.0
798,65294515,2021-01-11,40,B,11,21,11,40,JIHZF3K,XAI29G0,IPQARUF,,8409993030,ZZ,LR,8.0,A,E,24.3,702.27
799,54106915,2021-01-11,40,B,11,21,11,40,RXUA5V5,7CHIVHL,NUDKKEY,,9025900000,DE,FR,0.0,C,G,192.0,48326.4
800,12387327,2021-01-11,16,B,11,21,11,10,9Z8AYH4,Q4XLT5D,7VL1BH6,,4904000000,US,US,0.0,A,B,6.7,47299.32000000001
801,58664318,2021-01-11,33,B,11,11,11,40,I8O6RFU,NR2F9V9,SRYYO7W,,3926300000,DE,CN,6.5,C,E,30.0,750.0
802,70852440,2021-01-11,30,B,11,21,11,40,GO1EBDS,JBRDYDG,4YJMNDP,,9101210000,KR,CH,8.0,A,E,0.1,100482.28
803,17044662,2021-01-11,40,B,11,26,11,40,7YOSHYM,X8RZ7W3,ELELMZP,,8542321030,TW,TW,0.0,C,E,18.3,472559.07000000007
804,21294755,2021-01-11,40,B,94,21,18,40,DWNJQL8,9Z4SE90,HU82JQC,MWIDNS,3822001020,IN,KR,0.0,C,E,65.0,34034.0
805,61715241,2021-01-11,30,B,11,21,43,10,EC8HJIM,6F9TSEF,AHTFUSB,,2309101000,CN,CN,5.0,A,S,1.5,81.15
806,41496170,2021-01-11,40,B,11,21,11,40,5U5EWL2,247TB1I,0IYY5O6,,8466939000,CN,CN,8.0,A,G,1.9,59.47
807,74070668,2021-01-11,40,B,11,11,11,40,FVI4U22,KLVATZ3,IHQ0IQ3,,6204530000,CN,CN,13.0,A,E,27.5,1100.0
808,71119691,2021-01-11,30,B,11,21,43,40,8FIQMFG,201C5C7,K89AX4N,,6115990000,JP,JP,13.0,A,E,10.0,2038.0
809,46627897,2021-01-11,30,B,11,11,43,40,NAILZPA,9P18KRV,7G104PH,,710807000,CN,CN,27.0,A,Y,100000.0,26520000.0
810,89884729,2021-01-11,40,B,11,26,11,40,7S4CPMV,QH6C3BD,070DGN4,W6UCD9,3002150000,HK,CN,0.0,C,E,0.5,2150.75
811,10312644,2021-01-11,20,B,11,21,11,40,GKIYMO3,UOTESIW,TSGCD1F,,3822002019,HK,CN,0.0,C,S,0.0,0.0
812,12175125,2021-01-11,20,B,11,21,11,10,9V8UD38,G137UH3,MRPLSDG,,6403991000,CN,CN,5.2,FCN1,Y,304.0,532820.8
813,17335066,2021-01-11,40,B,94,21,18,40,XQFHEXF,2VOBRPD,,MWIDNS,8536909010,SG,CZ,0.0,C,E,8.3,1545.46
814,60734081,2021-01-11,40,B,11,21,11,10,4QADEO0,A3I31WW,VL30VNV,,3002904000,JP,JP,0.0,A,B,2.0,1868.8
815,96115546,2021-01-11,30,B,11,21,11,10,L77JJEG,JH64YRI,3EVLVZQ,,9503003919,CN,CN,8.0,A,S,360.0,24084.000000000004
816,10893154,2021-01-11,30,B,11,21,43,10,A7POIBB,2HRVBDT,X3S3PP4,,5603121000,CN,CN,2.4,FCN1,B,262.2,242535.0
817,31818313,2021-01-11,40,B,11,21,43,40,6LV96I6,BO1OHDZ,,,6913901000,CN,CN,8.0,A,E,5.0,88.5
818,61555273,2021-01-12,23,B,11,21,11,10,OZKXWOX,31B9IMY,6BM86QF,,3917329000,US,US,6.5,C,S,0.2,58.06
819,95938667,2021-01-12,40,B,11,21,11,10,9UJYLGT,1SH7C39,JETAZX5,MWIDNS,3816001000,CN,CN,1.9,FCN1,E,50000.0,8710000.0
820,36993944,2021-01-12,40,B,11,21,11,10,QK9EHSC,WSYBWBE,26PWB2B,,8714990000,AT,ES,0.0,FEU1,Y,7.0,46.9
821,77333284,2021-01-12,20,B,11,21,43,40,EJW9AY4,W623MYB,EL7ZA71,,7503000000,TW,TW,0.0,A,E,20000.0,8468000.0
822,84050025,2021-01-12,40,B,11,21,11,10,MBMUR6B,UJABZSQ,CG5857N,,7602000000,US,US,0.0,A,E,18343.0,179761.40000000005
823,80387400,2021-01-12,40,B,11,21,11,10,DWNJQL8,BYB4IDO,6SRASLK,,7310290000,CN,CN,0.0,FCN1,Y,420.0,1218.0
824,30616479,2021-01-12,40,B,11,21,11,40,TWNONMM,J38F92O,DQM902Q,,7320909000,US,US,0.0,FUS1,G,2.2,201.96
825,59769364,2021-01-12,30,B,11,21,11,10,Y7GUHAF,JIDH1RM,Z64QME2,,3923100000,CN,CN,6.5,CIT,S,2159.1,6909.12
826,70409402,2021-01-12,20,B,11,21,11,10,TPQTA2O,WSRQXAF,QL82THZ,,5512191000,CN,CN,10.0,A,E,75.0,10957.5
827,16991208,2021-01-12,40,B,11,21,18,40,5KNH8JV,TM601LP,VYUNKXC,,4203219000,CN,CN,0.0,FCN1,E,394.8,393023.4
828,97226520,2021-01-12,40,B,11,21,11,40,A7POIBB,L7R46UZ,O4IAX3H,,7204490000,ZZ,NO,0.0,A,E,20690.0,55863.00000000001
829,37470789,2021-01-12,40,B,11,21,43,40,6LV96I6,E9ZDTXV,WSK2KPA,,303390000,CN,US,10.0,A,E,18000.0,8348400.0
830,44298442,2021-01-12,40,B,11,21,11,40,4RRXV85,9W5W4H9,6OAW5PL,,6217100000,CN,CN,13.0,A,Y,1.2,1.7999999999999998
831,30248868,2021-01-12,13,B,11,21,11,10,7PILEJR,X4I8BK6,IR86SBP,,4420902090,RU,RU,8.0,A,S,0.8,72.8
832,40267320,2021-01-12,20,B,11,21,11,10,9MZY96M,929ZVVQ,BVO64SZ,,6106201000,VN,VN,0.0,FVN1,Y,560.0,195720.0
833,43347560,2021-01-12,40,B,87,21,18,40,OZB7KED,SQP6OBA,6LGGJAG,MWIDNS,6204621000,CN,CN,7.8,E1,E,284.0,48109.6
834,68168076,2021-01-12,20,B,11,21,14,10,UTNPOCA,UH2TL42,7JUUMOF,H35Z1A,203299000,ES,ES,0.0,FEU1,G,22872.4,9066619.36
835,10296829,2021-01-12,140,B,94,21,11,40,HV1AB1L,5IXS7LY,YXTHVKN,MWIDNS,7326909000,CN,CN,8.0,A,Y,4.8,7.199999999999998
836,80739194,2021-01-12,30,B,11,21,11,10,KWSE1HX,DL6KDDQ,DMEKAIC,,3926909000,TR,ES,0.0,FEU1,G,2.0,1.2
837,93240834,2021-01-12,40,B,11,21,11,40,6RV6BNL,MVU83CW,J3H3I60,H35Z1A,6204630000,CN,CN,6.5,E1,S,56.0,3684.8
838,54786013,2021-01-12,30,B,11,21,14,10,7OSA8BP,YDZ8Y4O,509WO38,,3304992000,BE,BE,0.0,FEU1,B,50.0,1265.0
839,18988732,2021-01-12,30,B,11,21,11,40,A4VPLN7,XAI29G0,DNIQ8B8,,4202222000,CN,CN,2.4,FCN1,Y,1282.0,434982.6
840,34821271,2021-01-12,20,B,11,21,11,40,626DNVO,R7SP2HY,KILND1W,,8529909929,CN,CN,0.0,CIT,E,3.0,140.10000000000002
841,82239157,2021-01-12,40,B,11,21,43,10,H3RWZG0,RM1BT9M,EL9BEDD,,4202999000,CN,CN,8.0,A,G,24.0,232.8
842,51242904,2021-01-12,33,B,11,21,43,10,6A0VGYK,NEGUCHR,65VESZP,,4403219000,JP,JP,0.0,A,Y,24940.0,2810738.0
843,79176328,2021-01-12,121,B,11,21,43,30,PTZA4DW,MJP69UQ,8J1FZBN,,3926909000,HK,CN,6.5,C,Y,25.0,15.0
844,79598911,2021-01-12,13,B,11,21,11,40,0LA5GOR,1SO3GD6,Y3EUQ5N,,710807000,CN,CN,27.0,C,G,115000.0,30498000.0
845,46335291,2021-01-12,13,B,11,21,11,10,XPROI7W,GOU2TL1,XIH10Y7,,2009790000,TR,TR,12.2,FTR1,B,12090.0,8826909.0
846,33150038,2021-01-12,54,B,71,11,11,50,SNLPC4F,X7JNCTC,I39A7WH,I4FFXR,2933999090,IN,IN,0.0,FIN1,G,200.0,146760.0
847,36342593,2021-01-12,40,B,11,21,11,40,LP6EWRR,UMU0ULZ,DSOLA6F,,8543709090,DE,DK,0.0,FEU1,E,95.0,2394.0
848,38446347,2021-01-12,16,B,11,23,11,10,B6ZH1KU,37D1LX2,9T7M43P,,8703231010,US,US,0.0,FUS1,B,1693.0,6223975.9
849,89295331,2021-01-12,30,B,11,21,11,10,NL3G1LT,M9HJGO9,URUS604,,8518291000,VN,VN,0.0,CIT,Y,7.0,7656.5999999999985
850,17981228,2021-01-12,20,B,11,21,11,10,5QDXGSD,RPCEHU2,KMOT1OW,,8486403010,JP,KR,0.0,CIT,G,50.0,26960.000000000004
851,74091673,2021-01-12,30,B,94,21,11,40,J0VWEJZ,UL0FWWF,WVIGC0F,,710807000,CN,CN,27.0,A,S,100000.0,26520000.0
852,82159546,2021-01-12,40,B,11,21,11,10,A7POIBB,G0VLNYB,I36GLPE,,2101209090,CN,CN,40.0,A,G,3.0,7567.200000000002
853,52796387,2021-01-12,20,B,11,21,11,10,R52WILO,5GSU2EH,LE2HDJL,,6206900000,US,CN,13.0,A,Y,0.1,28.960000000000004
854,37451992,2021-01-12,20,B,11,21,43,40,8MTRQLF,Y8BSYEB,SOMS4EJ,,2005991000,CN,CN,20.0,A,G,24000.0,1540800.0
855,45475105,2021-01-12,30,B,11,21,43,50,SPKIA9H,4TKEBJ6,Q5N9E5F,,706101000,CN,CN,30.0,A,G,24000.0,3648000.0
856,71687728,2021-01-12,40,B,11,21,43,10,5QDXGSD,04OMF0R,7DHR3XL,,6204630000,CN,CN,6.5,E1,E,650.0,42770.0
857,13432231,2021-01-12,40,B,11,21,11,10,DT7JY3J,Z1AZIKN,PTV6GXM,,307522000,VN,VN,0.0,FAS1,G,10027.8,19784849.4
858,98634312,2021-01-12,40,B,11,21,11,10,19E9FER,MMG0XI5,91J0P94,MWIDNS,9405103000,CN,CN,2.4,FCN1,B,7912.6,509571.44000000006
859,78744454,2021-01-12,40,B,11,21,11,40,1XFQZDH,A31KWUL,RLT2YWL,,3002150000,US,US,0.0,C,S,0.7,3011.05
860,90994301,2021-01-12,40,B,29,21,18,10,FVI4U22,VFCHXCG,VW0TKPB,,8501101000,TR,CN,8.0,A,S,0.5,45.3
861,46292332,2021-01-12,13,B,11,21,43,40,PKCV6BX,RZFRWLY,IUW8U8Z,,8541409022,KR,KR,0.0,C,Y,17885.0,681418.5
862,18803663,2021-01-12,20,B,11,21,18,10,8EF0CRI,FW6SKEE,ZC050UH,W6UCD9,3926909000,CN,CN,3.4,FCN1,G,2400.0,1440.0
863,71362802,2021-01-12,40,B,87,21,43,40,57WCRX7,A394F81,SYUYHB1,W6UCD9,6307909000,CN,CN,10.0,A,E,370.0,850.9999999999999
864,10763802,2021-01-12,20,B,11,21,11,10,FXZFO9B,3BFUK83,5VHPPAP,,3924100000,CN,CN,6.5,C,Y,8.2,11.48
865,92123930,2021-01-12,16,B,11,21,11,10,KGKFG05,86IEBNZ,NCDSRL9,,3923210000,US,KR,6.5,C,G,2681.0,14745.5
866,25451897,2021-01-12,16,B,11,21,43,40,43MSLZK,CJ5H6X5,V7U393R,,6402999000,CN,CN,13.0,A,B,214.0,21999.2
867,97056393,2021-01-12,40,B,11,21,11,40,DHIRKG6,842ADCM,WE45JDZ,,8415900000,DE,DE,0.0,FEU1,S,821.1,96807.69
868,70346638,2021-01-12,20,B,11,21,11,10,VR0AM2A,QNHPDS2,K4HBVBP,,910999000,TH,TH,0.0,FAS1,E,669.0,315165.9
869,77850319,2021-01-12,20,B,11,21,11,50,X6Z3FIF,CK0IAVA,MAW3INS,,4202999000,CN,CN,8.0,A,G,0.6,5.819999999999999
870,87563187,2021-01-12,20,B,11,21,11,40,LP6EWRR,O8VUJCE,,,3920620000,TH,TH,0.0,FAS1,Y,20681.8,299886.1
871,93853074,2021-01-12,40,B,11,21,43,40,FG66YE1,HX6S14C,Y73V1GD,,9026109000,IT,SG,0.0,C,G,26.9,15927.49
872,65138411,2021-01-12,40,B,11,21,11,10,KR2RD7C,C9UDTHW,8QOEWI1,,9027802090,DE,DE,0.0,C,E,0.5,1629.35
873,50390111,2021-01-12,33,B,11,21,11,10,OJG6L5L,63WX610,RBC1071,,6110909000,IT,PT,0.0,FEU1,E,9.8,37.24
874,19586512,2021-01-12,62,B,11,21,43,40,TYQY9BY,MS45AIU,DY1U8OR,77BN4M,8483409090,CN,CN,8.0,A,E,530.0,179511.0
875,62923934,2021-01-12,30,B,11,21,18,10,BROGNIT,5Q2RHFX,ELDC6GX,,6402991000,CN,CN,13.0,A,S,16.4,4377.159999999999
876,97688947,2021-01-12,30,B,11,21,11,10,L5GONLU,1ZNY80M,AXMDL5D,,9405999000,CN,CN,3.2,FCN1,B,200.0,6840.000000000001
877,67758826,2021-01-12,40,B,11,21,11,10,ZQJIYI3,OLY1IY7,UMAUW7B,,8713100000,CN,CN,0.0,C,Y,4016.0,1730494.4
878,76603986,2021-01-12,20,B,11,21,43,10,W8UXMQ2,C8LE1N7,5QLS1S4,,9018129000,DK,US,0.0,C,G,2.0,9497.0
879,76532104,2021-01-12,39,B,11,11,13,40,97ELD50,YU4NGT0,SPCQMAV,,1211901999,DE,DE,8.0,A,B,500.0,30200.0
880,63055651,2021-01-12,40,B,87,21,18,10,CXWWNWO,C1Y102J,0ZYZNX7,MWIDNS,306179090,TH,TH,20.0,A,E,500.0,136600.0
881,23331817,2021-01-12,20,B,11,21,11,10,CC802L0,U9BYHH8,LC2UWE1,,8536509090,ES,US,3.3,C,Y,2.0,24.4
882,33501754,2021-01-12,40,B,11,21,11,10,WS7HRMI,9YDXVV6,G13NYJ2,,5516121000,CN,CN,0.0,FCN1,Y,410.0,543250.0
883,14716153,2021-01-12,30,B,11,21,11,10,H4TRKS6,HNC6704,VUG7TCR,,8708999000,HK,CN,8.0,A,G,35.0,245.0
884,41505924,2021-01-12,40,B,11,21,11,40,YFZ49RP,47KLBUK,WD6NWHC,,203299000,US,US,0.0,FUS1,Y,23051.5,9137614.6
885,85420829,2021-01-12,40,B,11,21,11,40,DO32KBA,21AM930,Z64QME2,,3915909000,KR,JP,6.5,C,E,26840.0,0.0
886,53908125,2021-01-12,40,B,11,11,11,10,B6C4G68,D0OFQWQ,,,8513109010,CN,CN,3.2,FCN1,G,150.0,135180.0
887,65445603,2021-01-12,30,B,11,21,43,40,GWX4PNW,T0913UK,63CRV0A,,7117196000,CN,CN,8.0,A,Y,23.0,3017.6
888,41708131,2021-01-12,40,B,29,21,11,10,VR0AM2A,YWAMX9N,VY01E3R,,9102119090,CH,CH,0.0,FEF1,S,65.0,78123.5
889,97887359,2021-01-12,20,B,11,21,11,10,5K1441H,1X274QR,PPV74V1,,4009110000,US,US,0.0,FUS1,Y,1.6,725.7600000000001
890,29218231,2021-01-12,40,B,11,21,11,40,FI9N1BX,754VP42,FLCRF0Z,,6204630000,CN,CN,13.0,A,G,695.0,45731.0
891,34537153,2021-01-12,40,B,11,21,11,10,E3Q8ABV,CV9309N,,W6UCD9,8542311000,MY,CN,0.0,C,E,27.2,55167.04
892,82528529,2021-01-12,40,B,11,21,43,10,OZB7KED,KWRWIB3,MI8QLG0,,8479899099,DE,DE,0.0,FEU1,E,250.0,525.0
893,57028637,2021-01-12,20,B,11,21,11,10,OZB7KED,RX0108C,Y0LJJDF,,6208221000,CN,CN,3.9,FCN1,E,70.0,18102.0
894,45587758,2021-01-12,30,B,11,11,43,10,E9Q33XZ,VA5Z8UF,UQPXD0J,,9405209000,IT,IT,8.0,A,S,138.0,39868.2
895,44183752,2021-01-12,40,B,11,21,14,40,FNWQTV5,ITMUXPN,WLTFD9R,B12OMY,3918101000,CN,CN,6.5,C,Y,4205.0,822077.5
896,20125444,2021-01-12,20,B,11,21,11,40,8EF0CRI,EAZ3LL8,RZM2Z77,,8203202000,CN,CN,0.0,FCN1,S,727.2,18180.0
897,52843031,2021-01-12,30,B,11,21,43,10,IL0ECV3,GAZWHE9,PB2ZRR6,,8517623900,HK,CN,0.0,CIT,E,1060.0,1001382.0
898,35004603,2021-01-12,30,B,11,21,11,10,5XHS2TE,I6ZZMA2,UYYRIGE,,8451509000,CN,CN,0.0,FCN1,E,1550.0,517700.0
899,40098142,2021-01-12,20,B,11,21,18,40,90QOU11,984G5K0,ES6KNJT,,2106109030,CN,CN,8.0,A,E,51.0,23169.3
900,63516723,2021-01-12,40,B,11,21,11,10,B0Y0ROB,VLB3BAI,QMH4CW4,,6204630000,CN,CN,13.0,A,Y,500.0,32900.0
901,13951889,2021-01-12,20,B,11,21,11,10,UOOH9ZX,1VHJG03,KXFBS1E,,8708999000,GB,CN,8.0,A,G,80.0,560.0
902,30780181,2021-01-12,20,B,11,21,11,10,5XHS2TE,RTFLHKO,89GB38D,,6907210000,CN,CN,6.2,E1,S,216900.0,1453230.0
903,66143755,2021-01-13,33,B,11,21,11,10,6LV96I6,FG5XA8K,XFSHAAO,,8205599000,CN,CN,8.0,A,S,34.5,603.75
904,70937400,2021-01-13,40,B,11,21,18,40,6P5MXLM,BNS67YA,9SZTR8D,,8544422010,CN,CN,0.0,C,E,1900.4,105852.28
905,45180167,2021-01-13,30,B,11,21,14,10,ZA03N3Z,Y74FML9,CY62BOM,,8504401090,CN,CN,2.5,E1,B,1205.6,3737.36
906,68271922,2021-01-13,30,B,11,21,11,10,H3RWZG0,DG0PZU2,GV4KUH5,W6UCD9,8473309090,US,US,0.0,C,G,1.7,132.6
907,34237329,2021-01-13,30,B,11,21,14,10,9GVIG2T,8GFE57Y,BGE7F6K,,2915909090,US,US,0.0,FUS1,G,19123.0,8536507.2
908,72813232,2021-01-13,20,B,11,21,11,10,575N8BW,M9GVCC8,ZE97SPO,,3406000000,CN,CN,6.5,C,S,19.0,908.2
909,73108791,2021-01-13,30,B,11,21,11,10,7S4CPMV,FSSTFL5,REPR4IS,,6115220000,CN,CN,13.0,A,Y,37.1,46122.72
910,40473424,2021-01-13,30,B,11,21,11,10,X6Z3FIF,7DJEP7E,0OIFFAX,,4202221090,GB,IT,8.0,A,G,12.0,115.2
911,10597875,2021-01-13,40,B,11,21,11,40,Q9ZG6R5,96UC9A5,S0GTCSY,,3304992000,SG,JP,6.5,C,Y,0.2,5.0600000000000005
912,73616912,2021-01-13,30,B,11,21,11,10,TPQTA2O,YWJGN78,OANIXZU,,6205200000,CN,CN,13.0,A,Y,1085.0,86366.0
913,81052453,2021-01-13,20,B,11,21,43,10,9I643X8,NS03FW5,GCPNHU7,,6204420000,CN,CN,8.1,E1,S,10.0,583.0
914,79045718,2021-01-13,110,B,11,21,11,10,2TGRPLO,TSWWHPL,WQB5H59,,7204490000,JP,JP,0.0,A,B,77539.0,209355.3
